Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0007269	neurotransmitter secretion	 	3.173E-5	1.167E-1	8.842E-4	7.770E-3	9	234	CALM1,CALM2,LIN7B,SYT11,NSG1,VAMP2,ATP2A2,RAB3A,HSPA8
GO: Biological Process	GO:0071417	cellular response to organonitrogen compound	 	3.255E-5	1.197E-1	9.003E-4	7.911E-3	19	975	ATP6V0C,HSP90B1,ATP6V1E1,ATP5PO,PENK,ACTB,BAG1,APLP1,GLP2R,RRAGA,NSG1,VAMP2,PKM,SIK2,GNAS,ATP1A3,HSPA5,GOT1,ATP5F1B
GO: Biological Process	GO:0035637	multicellular organismal signaling	 	3.867E-5	1.422E-1	1.061E-3	9.326E-3	9	240	CALM1,CALM2,CARTPT,KCNA1,CTNNA3,ATP1A1,ATP1A3,ATP1B1,ATP2A2
GO: Biological Process	GO:0010035	response to inorganic substance	 	4.046E-5	1.488E-1	1.102E-3	9.686E-3	18	904	HSP90B1,PDE1C,PSAP,CALM1,CALM2,GAPDH,PENK,BAG1,ACTG1,KCNA1,SYT11,NFE2L1,PCDH15,HSPA5,HSPA8,GOT1,HSP90AA1,ATP5F1B
GO: Biological Process	GO:0006839	mitochondrial transport	 	4.232E-5	1.556E-1	1.141E-3	1.003E-2	10	303	ATP5MC3,ATP5PF,ATP5PO,SLC25A4,SLC25A5,TOMM20,YWHAB,UBL5,HSP90AA1,ATP5F1B
GO: Biological Process	GO:0070201	regulation of establishment of protein localization	 	4.252E-5	1.564E-1	1.141E-3	1.003E-2	16	740	PDE1C,AHI1,SLC25A4,SLC25A5,OAZ1,PPIA,YWHAB,ACSL3,CARTPT,UBL5,CAMK2N1,VAMP2,TMEM30A,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0043603	cellular amide metabolic process	 	4.306E-5	1.584E-1	1.146E-3	1.007E-2	23	1362	RPL28,RPL41,PSAP,GAPDH,RPLP2,EIF1B,TECR,RPS8,RPS15,SMPD4,APLP1,RPS23,PGAM1,EEF1A1,RPL10A,ACSL3,NFE2L1,PKM,EIF3K,PCSK1N,EIF3C,EIF1,RPL13
GO: Biological Process	GO:0055117	regulation of cardiac muscle contraction	 	4.330E-5	1.592E-1	1.146E-3	1.007E-2	6	94	CALM1,CALM2,CTNNA3,ATP1A1,ATP1B1,ATP2A2
GO: Biological Process	GO:0098771	inorganic ion homeostasis	 	4.732E-5	1.740E-1	1.243E-3	1.092E-2	18	915	SLC24A5,ATP6V0C,HSP90B1,ATP6V1E1,CALM1,CALM2,CKB,KCNA1,CAMK2N1,FTH1,TAC1,GNAS,ATP1A1,ATP1A3,ATP1B1,ATP2A2,GOT1,ATP5F1B
GO: Biological Process	GO:0061620	glycolytic process through glucose-6-phosphate	 	4.819E-5	1.772E-1	1.249E-3	1.098E-2	4	30	GAPDH,PGAM1,PKM,ALDOA
GO: Biological Process	GO:0055086	nucleobase-containing small molecule metabolic process	 	4.823E-5	1.774E-1	1.249E-3	1.098E-2	17	831	ATP5MC3,ATP5PF,ATP6V0C,ZBTB20,ATP5PO,GAPDH,TECR,NDUFA5,NDUFA6,PGAM1,NDUFC2,ACSL3,COX5A,PKM,TMSB4X,ALDOA,ATP5F1B
GO: Biological Process	GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling	 	5.504E-5	2.024E-1	1.416E-3	1.244E-2	4	31	CALM1,CALM2,ATP1B1,ATP2A2
GO: Biological Process	GO:0051592	response to calcium ion	 	5.612E-5	2.064E-1	1.433E-3	1.260E-2	8	195	PDE1C,CALM1,CALM2,PENK,ACTG1,SYT11,PCDH15,HSPA5
GO: Biological Process	GO:0043604	amide biosynthetic process	 	5.670E-5	2.085E-1	1.438E-3	1.264E-2	19	1016	RPL28,RPL41,GAPDH,RPLP2,EIF1B,TECR,RPS8,RPS15,SMPD4,APLP1,RPS23,EEF1A1,RPL10A,ACSL3,PKM,EIF3K,EIF3C,EIF1,RPL13
GO: Biological Process	GO:0090087	regulation of peptide transport	 	5.742E-5	2.112E-1	1.447E-3	1.271E-2	16	759	PDE1C,AHI1,SLC25A4,SLC25A5,OAZ1,PPIA,YWHAB,ACSL3,CARTPT,UBL5,CAMK2N1,VAMP2,TMEM30A,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0055067	monovalent inorganic cation homeostasis	 	5.817E-5	2.140E-1	1.456E-3	1.279E-2	8	196	ATP6V0C,ATP6V1E1,TAC1,GNAS,ATP1A1,ATP1A3,ATP1B1,ATP5F1B
GO: Biological Process	GO:0008016	regulation of heart contraction	 	5.860E-5	2.155E-1	1.456E-3	1.280E-2	10	315	ATP5PF,CALM1,CALM2,THRA,CTNNA3,TAC1,ATP1A1,ATP1A3,ATP1B1,ATP2A2
GO: Biological Process	GO:0099504	synaptic vesicle cycle	 	6.182E-5	2.274E-1	1.526E-3	1.341E-2	9	255	CALM1,CALM2,ACTB,ACTG1,SYT11,VAMP2,ATP2A2,RAB3A,HSPA8
GO: Biological Process	GO:0061615	glycolytic process through fructose-6-phosphate	 	6.257E-5	2.301E-1	1.534E-3	1.348E-2	4	32	GAPDH,PGAM1,PKM,ALDOA
GO: Biological Process	GO:0050975	sensory perception of touch	 	6.399E-5	2.353E-1	1.548E-3	1.361E-2	3	12	PIGK,KCNA1,RAB3A
GO: Biological Process	GO:0034975	protein folding in endoplasmic reticulum	 	6.399E-5	2.353E-1	1.548E-3	1.361E-2	3	12	HSP90B1,PDIA3,HSPA5
GO: Biological Process	GO:0031329	regulation of cellular catabolic process	 	7.967E-5	2.930E-1	1.915E-3	1.683E-2	18	953	ATP6V0C,ATP6V1E1,ZBTB20,PSAP,GAPDH,PSMA7,PGAM1,YWHAB,EEF1A1,UBB,TIMP3,NFE2L1,RRAGA,UCHL1,HNRNPA0,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0010248	establishment or maintenance of transmembrane electrochemical gradient	 	8.277E-5	3.044E-1	1.977E-3	1.737E-2	3	13	ATP1A1,ATP1A3,ATP1B1
GO: Biological Process	GO:0050801	ion homeostasis	 	8.857E-5	3.258E-1	2.102E-3	1.847E-2	18	961	SLC24A5,ATP6V0C,HSP90B1,ATP6V1E1,CALM1,CALM2,CKB,KCNA1,CAMK2N1,FTH1,TAC1,GNAS,ATP1A1,ATP1A3,ATP1B1,ATP2A2,GOT1,ATP5F1B
GO: Biological Process	GO:1903421	regulation of synaptic vesicle recycling	 	8.968E-5	3.299E-1	2.114E-3	1.858E-2	4	35	CALM1,CALM2,SYT11,VAMP2
GO: Biological Process	GO:0061337	cardiac conduction	 	9.088E-5	3.343E-1	2.129E-3	1.871E-2	7	155	CALM1,CALM2,CTNNA3,ATP1A1,ATP1A3,ATP1B1,ATP2A2
GO: Biological Process	GO:0009894	regulation of catabolic process	 	9.341E-5	3.436E-1	2.174E-3	1.911E-2	20	1147	ATP6V0C,ATP6V1E1,ZBTB20,PSAP,GAPDH,PSMA7,OAZ1,PGAM1,YWHAB,EEF1A1,UBB,THRA,TIMP3,NFE2L1,RRAGA,UCHL1,HNRNPA0,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0060548	negative regulation of cell death	 	9.852E-5	3.624E-1	2.279E-3	2.003E-2	22	1341	PCP4,CCSAP,ATP6V0C,HSP90B1,AHI1,PSAP,SLC25A4,SLC25A5,GAPDH,BAG1,PPIA,NDUFC2,PTMA,BEX3,UBB,ARL6IP1,FTH1,TAC1,FGFR2,HSPA5,HSPA8,HSP90AB1
GO: Biological Process	GO:0042407	cristae formation	 	1.004E-4	3.691E-1	2.307E-3	2.027E-2	4	36	ATP5MC3,ATP5PF,ATP5PO,ATP5F1B
GO: Biological Process	GO:0042391	regulation of membrane potential	 	1.031E-4	3.791E-1	2.355E-3	2.069E-2	13	554	CALM1,CALM2,NDUFC2,CARTPT,UBB,KCNA1,CTNNA3,TAC1,ATP1A1,ATP1A3,ATP1B1,ATP2A2,GOT1
GO: Biological Process	GO:0002366	leukocyte activation involved in immune response	 	1.061E-4	3.903E-1	2.395E-3	2.104E-2	16	800	ATP6V0C,PSAP,PPIA,PGAM1,NDUFC2,EEF1A1,VAMP2,FTH1,PKM,TMEM30A,ALDOA,RAB3A,HSPA8,XRCC6,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0070585	protein localization to mitochondrion	 	1.066E-4	3.921E-1	2.395E-3	2.104E-2	7	159	CALM1,CALM2,BAG1,TOMM20,YWHAB,UBL5,HSP90AA1
GO: Biological Process	GO:0019083	viral transcription	 	1.074E-4	3.951E-1	2.395E-3	2.104E-2	8	214	RPL28,RPL41,RPLP2,RPS8,RPS15,RPS23,RPL10A,RPL13
GO: Biological Process	GO:0000956	nuclear-transcribed mRNA catabolic process	 	1.074E-4	3.951E-1	2.395E-3	2.104E-2	8	214	RPL28,RPL41,RPLP2,RPS8,RPS15,RPS23,RPL10A,RPL13
GO: Biological Process	GO:0006007	glucose catabolic process	 	1.119E-4	4.117E-1	2.476E-3	2.175E-2	4	37	GAPDH,PGAM1,PKM,ALDOA
GO: Biological Process	GO:0002263	cell activation involved in immune response	 	1.124E-4	4.134E-1	2.476E-3	2.175E-2	16	804	ATP6V0C,PSAP,PPIA,PGAM1,NDUFC2,EEF1A1,VAMP2,FTH1,PKM,TMEM30A,ALDOA,RAB3A,HSPA8,XRCC6,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0035304	regulation of protein dephosphorylation	 	1.152E-4	4.239E-1	2.523E-3	2.217E-2	7	161	HSP90B1,CALM1,CALM2,PPIA,YWHAB,PPP1R1B,HSP90AB1
GO: Biological Process	GO:0006942	regulation of striated muscle contraction	 	1.210E-4	4.449E-1	2.632E-3	2.313E-2	6	113	CALM1,CALM2,CTNNA3,ATP1A1,ATP1B1,ATP2A2
GO: Biological Process	GO:0006941	striated muscle contraction	 	1.221E-4	4.491E-1	2.642E-3	2.321E-2	8	218	CALM1,CALM2,CTNNA3,ATP1A1,ATP1A3,ATP1B1,ALDOA,ATP2A2
GO: Biological Process	GO:0055080	cation homeostasis	 	1.241E-4	4.566E-1	2.670E-3	2.346E-2	17	898	SLC24A5,ATP6V0C,HSP90B1,ATP6V1E1,CALM1,CALM2,KCNA1,CAMK2N1,FTH1,TAC1,GNAS,ATP1A1,ATP1A3,ATP1B1,ATP2A2,GOT1,ATP5F1B
GO: Biological Process	GO:0009725	response to hormone	 	1.520E-4	5.589E-1	3.249E-3	2.855E-2	22	1382	ATP6V0C,ATP6V1E1,CALM1,CALM2,INHBA,PDIA3,GLP2R,THRA,PTPRN,TIMP3,VAMP2,PKM,SIK2,TAC1,GNAS,ATP1A1,ATP1A3,ALDOA,ATP2A2,HSPA8,GOT1,HSP90AB1
GO: Biological Process	GO:0060048	cardiac muscle contraction	 	1.557E-4	5.727E-1	3.309E-3	2.908E-2	7	169	CALM1,CALM2,CTNNA3,ATP1A1,ATP1A3,ATP1B1,ATP2A2
GO: Biological Process	GO:0055078	sodium ion homeostasis	 	1.565E-4	5.758E-1	3.309E-3	2.908E-2	5	75	TAC1,GNAS,ATP1A1,ATP1A3,ATP1B1
GO: Biological Process	GO:0036376	sodium ion export across plasma membrane	 	1.597E-4	5.873E-1	3.337E-3	2.932E-2	3	16	ATP1A1,ATP1A3,ATP1B1
GO: Biological Process	GO:1903332	regulation of protein folding	 	1.597E-4	5.873E-1	3.337E-3	2.932E-2	3	16	PDIA3,HSPA5,HSPA8
GO: Biological Process	GO:0006836	neurotransmitter transport	 	1.683E-4	6.191E-1	3.497E-3	3.073E-2	9	291	CALM1,CALM2,LIN7B,SYT11,NSG1,VAMP2,ATP2A2,RAB3A,HSPA8
GO: Biological Process	GO:0006414	translational elongation	 	1.804E-4	6.636E-1	3.707E-3	3.258E-2	16	838	RPL28,RPL41,GAPDH,RPLP2,EIF1B,RPS8,RPS15,APLP1,RPS23,EEF1A1,RPL10A,PKM,EIF3K,EIF3C,EIF1,RPL13
GO: Biological Process	GO:0006412	translation	 	1.804E-4	6.636E-1	3.707E-3	3.258E-2	16	838	RPL28,RPL41,GAPDH,RPLP2,EIF1B,RPS8,RPS15,APLP1,RPS23,EEF1A1,RPL10A,PKM,EIF3K,EIF3C,EIF1,RPL13
GO: Biological Process	GO:0030007	cellular potassium ion homeostasis	 	1.929E-4	7.096E-1	3.942E-3	3.464E-2	3	17	ATP1A1,ATP1A3,ATP1B1
GO: Biological Process	GO:0033365	protein localization to organelle	 	1.943E-4	7.146E-1	3.948E-3	3.469E-2	24	1607	RPL28,AHI1,RPL41,CALM1,CALM2,RPLP2,RPS8,BAG1,RPS15,TOMM20,RPS23,YWHAB,RPL10A,UBB,UBL5,SYT11,PCDH15,TMEM30A,FGFR2,HSPA5,HSPA8,HSP90AA1,RPL13,HSP90AB1
GO: Biological Process	GO:0048878	chemical homeostasis	 	2.042E-4	7.510E-1	4.127E-3	3.626E-2	23	1511	SLC24A5,ATP6V0C,HSP90B1,ATP6V1E1,PDE1C,ZBTB20,CALM1,CALM2,CKB,CARTPT,KCNA1,CAMK2N1,PTPRN,NFE2L1,FTH1,TAC1,GNAS,ATP1A1,ATP1A3,ATP1B1,ATP2A2,GOT1,ATP5F1B
GO: Biological Process	GO:0009409	response to cold	 	2.122E-4	7.806E-1	4.265E-3	3.748E-2	5	80	THRA,NFE2L1,PCSK1N,HSP90AA1,ATP5F1B
GO: Biological Process	GO:0001505	regulation of neurotransmitter levels	 	2.273E-4	8.360E-1	4.544E-3	3.993E-2	9	303	CALM1,CALM2,LIN7B,SYT11,NSG1,VAMP2,ATP2A2,RAB3A,HSPA8
GO: Biological Process	GO:0031175	neuron projection development	 	2.320E-4	8.534E-1	4.613E-3	4.054E-2	22	1424	PCP4,AHI1,LZTS3,ACTB,LRTM1,STMN2,NCDN,EEF1A1,UBB,STMN3,UCHL1,PCDH15,TMEM30A,ITM2C,FGFR2,ALDOA,BEX2,RAB3A,HSPA5,NDRG4,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0034655	nucleobase-containing compound catabolic process	 	2.605E-4	9.582E-1	5.152E-3	4.527E-2	13	609	RPL28,RPL41,RPLP2,PSMA7,RPS8,RPS15,RPS23,YWHAB,RPL10A,UBB,HNRNPA0,HSPA8,RPL13
GO: Biological Process	GO:0006518	peptide metabolic process	 	2.621E-4	9.639E-1	5.154E-3	4.529E-2	18	1049	RPL28,RPL41,GAPDH,RPLP2,EIF1B,RPS8,RPS15,APLP1,RPS23,EEF1A1,RPL10A,NFE2L1,PKM,EIF3K,PCSK1N,EIF3C,EIF1,RPL13
GO: Biological Process	GO:0043043	peptide biosynthetic process	 	2.678E-4	9.851E-1	5.240E-3	4.604E-2	16	868	RPL28,RPL41,GAPDH,RPLP2,EIF1B,RPS8,RPS15,APLP1,RPS23,EEF1A1,RPL10A,PKM,EIF3K,EIF3C,EIF1,RPL13
GO: Biological Process	GO:0150111	regulation of transepithelial transport	 	2.709E-4	9.964E-1	5.244E-3	4.608E-2	2	4	ACTB,ACTG1
GO: Biological Process	GO:0015853	adenine transport	 	2.709E-4	9.964E-1	5.244E-3	4.608E-2	2	4	SLC25A4,SLC25A5
GO: Biological Process	GO:0030004	cellular monovalent inorganic cation homeostasis	 	2.939E-4	1.000E0	5.660E-3	4.974E-2	6	133	ATP6V0C,ATP6V1E1,ATP1A1,ATP1A3,ATP1B1,ATP5F1B
GO: Biological Process	GO:0051222	positive regulation of protein transport	 	3.127E-4	1.000E0	5.989E-3	5.263E-2	10	387	OAZ1,PPIA,YWHAB,ACSL3,UBL5,CAMK2N1,VAMP2,TMEM30A,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0006457	protein folding	 	3.270E-4	1.000E0	6.232E-3	5.477E-2	8	252	HSP90B1,BAG1,PPIA,PDIA3,HSPA5,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:1903522	regulation of blood circulation	 	3.601E-4	1.000E0	6.828E-3	6.000E-2	10	394	ATP5PF,CALM1,CALM2,THRA,CTNNA3,TAC1,ATP1A1,ATP1A3,ATP1B1,ATP2A2
GO: Biological Process	GO:0055119	relaxation of cardiac muscle	 	3.699E-4	1.000E0	6.977E-3	6.131E-2	3	21	ATP1A1,ATP1B1,ATP2A2
GO: Biological Process	GO:0044057	regulation of system process	 	4.001E-4	1.000E0	7.508E-3	6.597E-2	15	810	ATP5PF,CALM1,SLC25A4,CALM2,INHBA,CARTPT,KCNA1,THRA,CTNNA3,TAC1,GNAS,ATP1A1,ATP1A3,ATP1B1,ATP2A2
GO: Biological Process	GO:0006873	cellular ion homeostasis	 	4.053E-4	1.000E0	7.567E-3	6.649E-2	15	811	SLC24A5,ATP6V0C,HSP90B1,ATP6V1E1,CALM1,CALM2,CKB,FTH1,TAC1,ATP1A1,ATP1A3,ATP1B1,ATP2A2,GOT1,ATP5F1B
GO: Biological Process	GO:1904951	positive regulation of establishment of protein localization	 	4.299E-4	1.000E0	7.986E-3	7.018E-2	10	403	OAZ1,PPIA,YWHAB,ACSL3,UBL5,CAMK2N1,VAMP2,TMEM30A,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0051343	positive regulation of cyclic-nucleotide phosphodiesterase activity	 	4.495E-4	1.000E0	8.184E-3	7.192E-2	2	5	CALM1,CALM2
GO: Biological Process	GO:1990544	mitochondrial ATP transmembrane transport	 	4.495E-4	1.000E0	8.184E-3	7.192E-2	2	5	SLC25A4,SLC25A5
GO: Biological Process	GO:0050976	detection of mechanical stimulus involved in sensory perception of touch	 	4.495E-4	1.000E0	8.184E-3	7.192E-2	2	5	PIGK,KCNA1
GO: Biological Process	GO:0140021	mitochondrial ADP transmembrane transport	 	4.495E-4	1.000E0	8.184E-3	7.192E-2	2	5	SLC25A4,SLC25A5
GO: Biological Process	GO:0032880	regulation of protein localization	 	4.674E-4	1.000E0	8.469E-3	7.442E-2	18	1101	PDE1C,AHI1,SLC25A4,SLC25A5,ACTB,OAZ1,PPIA,YWHAB,ACSL3,CARTPT,UBL5,CAMK2N1,SYT11,VAMP2,TMEM30A,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0032411	positive regulation of transporter activity	 	4.837E-4	1.000E0	8.721E-3	7.664E-2	6	146	CALM1,SLC25A4,CALM2,KCNA1,TMSB4X,ATP1B1
GO: Biological Process	GO:0032516	positive regulation of phosphoprotein phosphatase activity	 	4.877E-4	1.000E0	8.750E-3	7.689E-2	3	23	CALM1,CALM2,HSP90AB1
GO: Biological Process	GO:0035307	positive regulation of protein dephosphorylation	 	4.904E-4	1.000E0	8.755E-3	7.693E-2	4	54	CALM1,CALM2,PPIA,HSP90AB1
GO: Biological Process	GO:0099536	synaptic signaling	 	4.983E-4	1.000E0	8.855E-3	7.781E-2	18	1107	CALM1,CALM2,PENK,LRRC4,NCDN,LIN7B,CARTPT,KCNA1,CAMK2N1,SYT11,NSG1,VAMP2,TAC1,GNAS,LY6H,ATP2A2,RAB3A,HSPA8
GO: Biological Process	GO:0060047	heart contraction	 	5.106E-4	1.000E0	9.029E-3	7.934E-2	10	412	ATP5PF,CALM1,CALM2,THRA,CTNNA3,TAC1,ATP1A1,ATP1A3,ATP1B1,ATP2A2
GO: Biological Process	GO:0090316	positive regulation of intracellular protein transport	 	5.180E-4	1.000E0	9.090E-3	7.988E-2	7	206	OAZ1,YWHAB,UBL5,VAMP2,TMEM30A,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0051937	catecholamine transport	 	5.190E-4	1.000E0	9.090E-3	7.988E-2	5	97	PCP4,ACTB,CARTPT,SYT11,RAB3A
GO: Biological Process	GO:0006937	regulation of muscle contraction	 	5.331E-4	1.000E0	9.293E-3	8.166E-2	7	207	CALM1,CALM2,KCNA1,CTNNA3,ATP1A1,ATP1B1,ATP2A2
GO: Biological Process	GO:0046700	heterocycle catabolic process	 	5.428E-4	1.000E0	9.417E-3	8.275E-2	13	658	RPL28,RPL41,RPLP2,PSMA7,RPS8,RPS15,RPS23,YWHAB,RPL10A,UBB,HNRNPA0,HSPA8,RPL13
GO: Biological Process	GO:0065003	protein-containing complex assembly	 	5.613E-4	1.000E0	9.693E-3	8.517E-2	26	1942	USP50,ATP5MC3,LZTS3,RPS15,STMN2,NDUFA5,NDUFA6,NDUFC2,ACSL3,UBB,KCNA1,THRA,SYT11,NSG1,VAMP2,EIF3K,TMSB4X,H3-3B,TMSB10,EIF3C,ALDOA,RAB3A,HSPA5,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0044270	cellular nitrogen compound catabolic process	 	5.825E-4	1.000E0	1.001E-2	8.797E-2	13	663	RPL28,RPL41,RPLP2,PSMA7,RPS8,RPS15,RPS23,YWHAB,RPL10A,UBB,HNRNPA0,HSPA8,RPL13
GO: Biological Process	GO:0016071	mRNA metabolic process	 	5.975E-4	1.000E0	1.022E-2	8.982E-2	16	934	RPL28,RPL41,RPLP2,PSMA7,RPS8,RPS15,APLP1,RPS23,YWHAB,RPL10A,UBB,UBL5,HNRNPA0,PCBP2,HSPA8,RPL13
GO: Biological Process	GO:0003015	heart process	 	6.035E-4	1.000E0	1.028E-2	9.030E-2	10	421	ATP5PF,CALM1,CALM2,THRA,CTNNA3,TAC1,ATP1A1,ATP1A3,ATP1B1,ATP2A2
GO: Biological Process	GO:0042026	protein refolding	 	6.272E-4	1.000E0	1.058E-2	9.298E-2	3	25	HSPA5,HSPA8,HSP90AA1
GO: Biological Process	GO:1900242	regulation of synaptic vesicle endocytosis	 	6.272E-4	1.000E0	1.058E-2	9.298E-2	3	25	CALM1,CALM2,SYT11
GO: Biological Process	GO:0046879	hormone secretion	 	6.374E-4	1.000E0	1.071E-2	9.407E-2	10	424	PDE1C,SLC25A4,SLC25A5,INHBA,CARTPT,CAMK2N1,PTPRN,VAMP2,TAC1,GNAS
GO: Biological Process	GO:0019320	hexose catabolic process	 	6.442E-4	1.000E0	1.072E-2	9.422E-2	4	58	GAPDH,PGAM1,PKM,ALDOA
GO: Biological Process	GO:0090151	establishment of protein localization to mitochondrial membrane	 	6.442E-4	1.000E0	1.072E-2	9.422E-2	4	58	CALM1,CALM2,YWHAB,HSP90AA1
GO: Biological Process	GO:0072655	establishment of protein localization to mitochondrion	 	6.632E-4	1.000E0	1.099E-2	9.655E-2	6	155	CALM1,CALM2,TOMM20,YWHAB,UBL5,HSP90AA1
GO: Biological Process	GO:1905323	telomerase holoenzyme complex assembly	 	6.712E-4	1.000E0	1.102E-2	9.685E-2	2	6	HSP90AA1,HSP90AB1
GO: Biological Process	GO:1901423	response to benzene	 	6.712E-4	1.000E0	1.102E-2	9.685E-2	2	6	BAG1,PDIA3
GO: Biological Process	GO:0042326	negative regulation of phosphorylation	 	6.850E-4	1.000E0	1.120E-2	9.840E-2	11	507	PCP4,CALM1,CALM2,INHBA,ACTB,BAG1,PPIA,YWHAB,CAMK2N1,UCHL1,PPP1R1B
GO: Biological Process	GO:0097305	response to alcohol	 	7.075E-4	1.000E0	1.151E-2	1.012E-1	11	509	ATP5MC3,CALM1,CALM2,INHBA,PENK,PDIA3,RPL10A,NFE2L1,FGFR2,GNAS,HSPA8
GO: Biological Process	GO:0007007	inner mitochondrial membrane organization	 	7.328E-4	1.000E0	1.182E-2	1.039E-1	4	60	ATP5MC3,ATP5PF,ATP5PO,ATP5F1B
GO: Biological Process	GO:1903779	regulation of cardiac conduction	 	7.328E-4	1.000E0	1.182E-2	1.039E-1	4	60	ATP1A1,ATP1A3,ATP1B1,ATP2A2
GO: Biological Process	GO:0019439	aromatic compound catabolic process	 	7.363E-4	1.000E0	1.183E-2	1.039E-1	13	680	RPL28,RPL41,RPLP2,PSMA7,RPS8,RPS15,RPS23,YWHAB,RPL10A,UBB,HNRNPA0,HSPA8,RPL13
GO: Biological Process	GO:0061919	process utilizing autophagic mechanism	 	7.890E-4	1.000E0	1.252E-2	1.100E-1	12	599	ATP6V0C,ATP6V1E1,PSAP,GAPDH,TOMM20,EEF1A1,SYT11,RRAGA,UCHL1,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0006914	autophagy	 	7.890E-4	1.000E0	1.252E-2	1.100E-1	12	599	ATP6V0C,ATP6V1E1,PSAP,GAPDH,TOMM20,EEF1A1,SYT11,RRAGA,UCHL1,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0006883	cellular sodium ion homeostasis	 	7.897E-4	1.000E0	1.252E-2	1.100E-1	3	27	ATP1A1,ATP1A3,ATP1B1
GO: Biological Process	GO:0009914	hormone transport	 	8.031E-4	1.000E0	1.268E-2	1.114E-1	10	437	PDE1C,SLC25A4,SLC25A5,INHBA,CARTPT,CAMK2N1,PTPRN,VAMP2,TAC1,GNAS
GO: Biological Process	GO:0046883	regulation of hormone secretion	 	8.224E-4	1.000E0	1.293E-2	1.136E-1	9	362	PDE1C,SLC25A4,SLC25A5,INHBA,CARTPT,CAMK2N1,VAMP2,TAC1,GNAS
GO: Biological Process	GO:0006897	endocytosis	 	8.347E-4	1.000E0	1.306E-2	1.148E-1	15	870	HSP90B1,AHI1,CALM1,CALM2,ACTB,ACTG1,APLP1,YWHAB,SYT11,NSG1,VAMP2,PCDH15,HSPA8,HSP90AA1,ATP5F1B
GO: Biological Process	GO:0048666	neuron development	 	8.543E-4	1.000E0	1.331E-2	1.170E-1	23	1673	PCP4,CCSAP,AHI1,LZTS3,ACTB,LRTM1,STMN2,NCDN,EEF1A1,UBB,STMN3,UCHL1,PCDH15,TMEM30A,ITM2C,FGFR2,ALDOA,BEX2,RAB3A,HSPA5,NDRG4,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0051220	cytoplasmic sequestering of protein	 	8.801E-4	1.000E0	1.362E-2	1.197E-1	3	28	YWHAB,THRA,TMSB4X
GO: Biological Process	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	 	8.812E-4	1.000E0	1.362E-2	1.197E-1	4	63	INHBA,PDIA3,TIMP3,ITM2C
GO: Biological Process	GO:0046365	monosaccharide catabolic process	 	9.350E-4	1.000E0	1.416E-2	1.244E-1	4	64	GAPDH,PGAM1,PKM,ALDOA
GO: Biological Process	GO:0071806	protein transmembrane transport	 	9.350E-4	1.000E0	1.416E-2	1.244E-1	4	64	TOMM20,HSPA5,HSPA8,HSP90AB1
GO: Biological Process	GO:1901842	negative regulation of high voltage-gated calcium channel activity	 	9.355E-4	1.000E0	1.416E-2	1.244E-1	2	7	CALM1,CALM2
GO: Biological Process	GO:1903416	response to glycoside	 	9.355E-4	1.000E0	1.416E-2	1.244E-1	2	7	ATP1A1,ATP1A3
GO: Biological Process	GO:1903334	positive regulation of protein folding	 	9.355E-4	1.000E0	1.416E-2	1.244E-1	2	7	PDIA3,HSPA8
GO: Biological Process	GO:0001933	negative regulation of protein phosphorylation	 	9.535E-4	1.000E0	1.437E-2	1.263E-1	10	447	PCP4,CALM1,CALM2,ACTB,BAG1,PPIA,YWHAB,CAMK2N1,UCHL1,PPP1R1B
GO: Biological Process	GO:0045185	maintenance of protein location	 	9.571E-4	1.000E0	1.437E-2	1.263E-1	5	111	YWHAB,THRA,TMSB4X,TMSB10,HSPA5
GO: Biological Process	GO:0010324	membrane invagination	 	9.693E-4	1.000E0	1.449E-2	1.273E-1	15	883	HSP90B1,AHI1,CALM1,CALM2,ACTB,ACTG1,APLP1,YWHAB,SYT11,NSG1,VAMP2,PCDH15,HSPA8,HSP90AA1,ATP5F1B
GO: Biological Process	GO:0006090	pyruvate metabolic process	 	9.780E-4	1.000E0	1.456E-2	1.280E-1	6	167	ZBTB20,GAPDH,PGAM1,LDHB,PKM,ALDOA
