Gene	Cluster	avgExpr	logFC	statistic	auc	pval	padj	pct_in	pct_out
Chd7	Cluster_11	0.54068589682404	0.310331595757642	4319328.5	0.574474280964256	4.9548612313467e-17	5.06203534575514e-16	26.9333333333333	13.0423940149626
Frmpd1	Cluster_11	0.760378833874885	0.679055453431216	4981875	0.662593516209476	1.50550724343139e-176	1.58272519559448e-174	36.5333333333333	4.51870324189526
Grin3a	Cluster_11	0.603831798485075	0.263859977823921	4183421	0.556398470490441	3.02825452809017e-08	1.85161003884538e-07	28	18.2793017456359
Abca1	Cluster_11	1.34497501695683	1.18652213280665	5764459	0.766677838736492	2.54819767168892e-277	5.53638414135614e-275	60	8.11471321695761
Cdk5rap2	Cluster_11	0.429161519004522	0.28374458990076	4264005	0.567116209476309	8.41501043774228e-19	9.23384478673471e-18	21.6	9.06733167082294
Nfib	Cluster_11	2.00825096264872	1.56598458091155	6138205.5	0.816386433915212	1.22913345361368e-198	1.54067150974115e-196	79.4666666666667	18.9426433915212
Frem1	Cluster_11	0.488290725821352	0.4589536748517	4595517	0.611207581047382	9.48839111103435e-205	1.31028248435851e-202	23.7333333333333	1.5860349127182
Fggy	Cluster_11	0.455610325580441	0.272727762969435	4192944.5	0.557665103906899	1.4088400660523e-11	1.1031739008324e-10	21.8666666666667	11.9551122194514
Cyp2j6	Cluster_11	1.09747857393726	1.02447076545532	5561192	0.739643158769742	0	0	51.2	3.785536159601
Cyp2j9	Cluster_11	0.837938158313348	0.795450607436587	5178059	0.688686151288446	0	0	39.7333333333333	2.18453865336658
Nfia	Cluster_11	3.1691089132248	2.71844739235355	7031793.5	0.93523438071488	0	0	97.6	16.8678304239401
Pgm1	Cluster_11	0.528246286440872	0.382284880061505	4415691.5	0.5872906400665	1.74239399769586e-28	2.60719101859083e-27	25.6	9.86034912718204
Cachd1	Cluster_11	0.702687740821332	0.47515542114492	4583880	0.609659850374065	2.69333962517025e-33	4.53388111489144e-32	33.3333333333333	13.8004987531172
Jak1	Cluster_11	0.556675840167011	0.265379224064191	4218797	0.561103507896924	4.31352300035133e-09	2.82966414213869e-08	28.2666666666667	19.3366583541147
Plpp3	Cluster_11	2.43054365858167	2.191464082769	6780084.5	0.901756874480465	0	0	88.8	9.12219451371571
Acot11	Cluster_11	0.438507033159969	0.400951986730762	4488853	0.597021180382377	8.33031903982865e-133	5.60919622950446e-131	21.3333333333333	2.00498753117207
Eps15	Cluster_11	1.41747123570365	1.15299537342247	5725718	0.761525253532835	2.17317225785746e-159	1.90386246998856e-157	62.4	15.6259351620948
Tesk2	Cluster_11	0.442669477335247	0.339813005131454	4342190.5	0.577514945968412	1.6765183118153e-31	2.69416823382941e-30	21.3333333333333	6.69326683291771
Arhgef10l	Cluster_11	0.48533630930925	0.326067540403193	4327075.5	0.57550463840399	6.21800120819893e-21	7.4066030473393e-20	24	10.3640897755611
Arhgef19	Cluster_11	0.468758549413518	0.421630892484058	4534119	0.603041596009975	4.28661242676972e-127	2.72852927711768e-125	22.9333333333333	2.41895261845387
Prdm16	Cluster_11	0.81479730605624	0.681006180322024	4983194	0.662768944305902	1.19876718631683e-135	8.41978935389341e-134	38.9333333333333	6.19950124688279
Fgfr3	Cluster_11	1.35747707474802	1.27665643650131	5913303	0.78647421446384	0	0	60.8	3.82044887780549
Cc2d2a	Cluster_11	0.44410456553781	0.245211905048601	4169926	0.554603624272652	8.40018478504358e-10	5.85963232329988e-09	22.4	13.1920199501247
Klhl5	Cluster_11	0.623892433414711	0.466304572713343	4625796	0.615234713216958	1.16763751008526e-47	2.62075113317345e-46	31.4666666666667	9.93017456359102
Gabrg1	Cluster_11	0.744748891708123	0.469896503906682	4592667	0.610828528678304	3.80601452621603e-30	5.92915934079256e-29	35.7333333333333	16.0947630922693
Bmp2k	Cluster_11	0.592466226213095	0.423542238526969	4511598.5	0.600046350789692	2.44651117397449e-36	4.40507177678611e-35	28.8	9.98503740648379
Ptpn13	Cluster_11	0.822349228322008	0.621774201233736	4883246	0.649475777223608	8.50760403046206e-65	2.52057104866144e-63	39.7333333333333	12.5037406483791
Aff1	Cluster_11	0.465381468346658	0.327823979074235	4370502	0.581280399002494	1.39315576255955e-27	2.03054321564471e-26	24	8.71820448877805
Sparcl1	Cluster_11	2.53862423862475	2.35117325364783	6948569.5	0.924165519534497	0	0	89.6	8.30922693266833
Fbrsl1	Cluster_11	0.46982535606476	0.219587467235884	4095896	0.54475757273483	4.93345838826944e-06	2.41051587516793e-05	23.2	16.6832917705736
Ttc28	Cluster_11	0.955775780083999	0.668212204741645	4942759.5	0.657391122194514	3.50779666779023e-57	9.20443586177806e-56	44.5333333333333	16.6134663341646
Grk3	Cluster_11	1.55138134028314	1.33542860340917	5957143	0.792304970906068	1.68277640750299e-236	2.9171108042831e-234	66.1333333333333	12.3890274314214
Dtx1	Cluster_11	0.419968684069328	0.323019624633341	4341534	0.577427630922693	6.13421401945317e-31	9.76078053617049e-30	21.3333333333333	6.82294264339152
Rhof	Cluster_11	0.463780072042697	0.212793898592902	4102977.5	0.545699418121363	2.95649083101644e-06	1.48416568365412e-05	23.4666666666667	16.5885286783042
Phkg1	Cluster_11	1.06162081492468	0.964620550718225	5416807.5	0.720439900249377	1.2487734628104e-303	3.28205864137023e-301	48.5333333333333	4.64339152119701
Hip1	Cluster_11	0.766820621396198	0.476984069654623	4625882	0.615246151288446	1.00041604867023e-29	1.54519237090819e-28	37.6	18.0847880299252
Ttyh3	Cluster_11	0.439249946467793	0.193539712746002	4062531	0.54032	2.91703022190817e-05	0.000128676251938261	22.1333333333333	16.0648379052369
Gna12	Cluster_11	0.40979950833321	0.264965619655565	4219328.5	0.561174197838736	3.22629165473043e-16	3.17083368599713e-15	20.2666666666667	8.85286783042394
Mmd2	Cluster_11	1.15009238159814	0.973351612320353	5455708.5	0.725613765586035	8.61044117419709e-165	7.97199653031486e-163	52.8	10.4488778054863
Stard13	Cluster_11	1.02814833007574	0.763564847631506	5049982	0.671651803823774	2.17035637306334e-74	7.30701592955932e-73	46.1333333333333	14.6533665835411
Smo	Cluster_11	0.508822864985887	0.479659203053475	4675059	0.621786733167082	1.12005711957548e-241	2.02792564038695e-239	25.8666666666667	1.57605985037406
Hipk2	Cluster_11	0.740064350715984	0.489398584824433	4650622	0.618536591853699	4.49203735570936e-36	8.02606893764079e-35	36.2666666666667	15.0174563591022
Tbxas1	Cluster_11	0.60581700521254	0.395726119868842	4466954.5	0.594108661679135	8.83466067197839e-28	1.29228721409235e-26	29.6	12.0798004987531
Skap2	Cluster_11	0.774641828616372	0.665790048490232	4956978.5	0.659282261014131	2.68353143253538e-120	1.55616173285281e-118	37.3333333333333	6.8428927680798
Adcyap1r1	Cluster_11	0.426186510028239	0.230264913436392	4111421.5	0.546822477140482	1.03174690941113e-07	5.99155947571429e-07	20.5333333333333	12.8827930174564
Prdm5	Cluster_11	0.471267463306059	0.34419981218636	4386717	0.583437007481297	2.62239727798669e-31	4.19351949409156e-30	23.7333333333333	7.93516209476309
Gng12	Cluster_11	0.620121190944323	0.460699364026471	4596541	0.611343773898587	5.43443605464023e-48	1.22312341865142e-46	30.4	9.09725685785536
Tcf7l1	Cluster_11	0.821091460527894	0.737609059439478	5046919.5	0.671244488778055	1.32508079372674e-201	1.7698517650637e-199	38.1333333333333	4.32418952618454
Eva1a	Cluster_11	0.584556119388527	0.540882333566442	4752032.5	0.632024272651704	1.04129375711715e-215	1.55668640112146e-213	28.5333333333333	2.19950124688279
Nat8	Cluster_11	0.850196005578781	0.78563518273962	5103015	0.678705236907731	2.06810021576036e-292	5.10601409330532e-290	38.6666666666667	2.99750623441397
Tprkb	Cluster_11	1.08870798839936	0.93031741863398	5329148	0.708781113881962	1.69459529484013e-156	1.40884848619489e-154	48.8	9.27680798004988
Antxr1	Cluster_11	0.485935376148387	0.38550434476327	4458693	0.593009875311721	5.38051282276837e-45	1.15362442693435e-43	24.2666666666667	6.56857855361596
Mgll	Cluster_11	0.551561584062908	0.265900948758712	4196925.5	0.558194580216126	7.17087723363075e-09	4.63136918438419e-08	26.9333333333333	17.7356608478803
Aldh1l1	Cluster_11	0.487641488634522	0.454734549139376	4570225	0.607843724023275	1.85074454571178e-181	1.99721075313731e-179	23.2	1.72568578553616
Lrig1	Cluster_11	1.93940692715004	1.83186424355305	6550072	0.87116502078138	0	0	76.8	7.00249376558603
Mitf	Cluster_11	0.489921301179878	0.165811922107461	4011607	0.53354706566916	0.00126130476361419	0.00413374117519976	24	19.4014962593516
Ttll3	Cluster_11	0.522385377510124	0.451440633865184	4563902.5	0.607002826267664	9.34139158301208e-72	3.03828295100163e-70	25.6	5.18204488778055
Slc6a11	Cluster_11	2.69840521364115	2.59414926329632	7109426	0.945559567747298	0	0	90.6666666666667	5.55112219451372
Hrh1	Cluster_11	0.58310962055161	0.536292918255831	4748831.5	0.631598536990856	4.00785019371469e-168	3.79697202945238e-166	28.8	2.98254364089776
Vgll4	Cluster_11	0.421075528744388	0.196198650783575	4065679	0.540738686616791	9.08330589018875e-06	4.30519108436956e-05	20.8	14.2543640897756
Washc2	Cluster_11	0.636932879577724	0.434616665629714	4516246.5	0.600664538653367	1.92238175977422e-29	2.93582106612192e-28	30.9333333333333	13.1670822942643
Hdhd5	Cluster_11	0.408344944736292	0.211014591507666	4100384	0.545354480465503	3.93371684275141e-07	2.16920189349016e-06	20.8	13.3815461346633
Cecr2	Cluster_11	0.504126146770895	0.459159920818784	4616649	0.614018154613466	1.5143535600214e-157	1.29875743476572e-155	25.0666666666667	2.33416458852868
Slc25a18	Cluster_11	1.00159502309965	0.957016742089933	5427972	0.721924788029925	0	0	46.4	2.55361596009975
Rimklb	Cluster_11	0.6802566519314	0.493807211911053	4657362	0.619433017456359	1.41324992411564e-43	2.96382336080622e-42	33.6	12.0498753117207
Tspan9	Cluster_11	0.852244738328826	0.745097522532722	5117741	0.680663807148795	1.44871985156353e-169	1.38864058713104e-167	41.3333333333333	6.02493765586035
Tulp3	Cluster_11	0.612015022596989	0.36600982986388	4359098.5	0.579763724023275	3.07067821627179e-16	3.0233656516102e-15	29.0666666666667	16.4189526184539
Etv6	Cluster_11	0.560779421045976	0.28915778051643	4242381.5	0.564240266001663	1.0800756536017e-10	7.98178357162801e-10	27.4666666666667	17.2618453865337
Eps8	Cluster_11	1.21929532337644	1.02845704207896	5506485.5	0.73236714879468	1.33012160932942e-170	1.29786416910317e-168	54.4	10.7331670822943
Slco1c1	Cluster_11	0.717245133836324	0.574786068740618	4822305.5	0.6413706400665	8.83914284291739e-110	4.50105726954184e-108	34.9333333333333	5.79551122194514
Ldhb	Cluster_11	0.682205538701296	0.420397405415127	4498629.5	0.598321463009144	8.96064266434172e-23	1.13629316899182e-21	33.3333333333333	17.4064837905237
Sox5	Cluster_11	2.10732243944459	1.72609327913892	6254262.5	0.831822111388196	1.49833656791614e-247	2.77447663343108e-245	79.4666666666667	15.9551122194514
Itpr2	Cluster_11	0.981164805251965	0.854410863503725	5245948.5	0.697715511221945	1.05739144182074e-196	1.29550327402022e-194	45.3333333333333	6.17456359102244
Hif3a	Cluster_11	0.415900714699924	0.37614588660416	4465495.5	0.593914613466334	1.17651654895325e-121	6.9461366540555e-120	20.8	2.07481296758105
Apoe	Cluster_11	2.79897227199353	2.54035910648405	6959058	0.925560498753117	0	0	93.6	8.76309226932668
Slc7a10	Cluster_11	1.10143277182451	1.04597221633069	5579049	0.742018154613466	0	0	50.9333333333333	2.72817955112219
Ttc23	Cluster_11	0.452554166108114	0.399399239838958	4513144.5	0.600251970074813	5.22258040055401e-98	2.33156020895966e-96	22.9333333333333	3.1072319201995
Rgma	Cluster_11	0.498738745495241	0.443241966979581	4620025	0.614467165419784	1.63639747353752e-124	1.01004154663992e-122	25.8666666666667	3.13216957605985
Akap13	Cluster_11	0.422412759701246	0.193290620754698	4062796	0.540355245220283	1.34988671371259e-05	6.25075419151651e-05	21.0666666666667	14.6034912718204
Zfand6	Cluster_11	0.707373488139854	0.401380940604853	4473040	0.594918038237739	8.01834018714058e-20	9.18192925857033e-19	34.6666666666667	19.2618453865337
Folh1	Cluster_11	0.708871939777155	0.623487906652686	4869420.5	0.647636974231089	8.52698681210689e-157	7.1622293867671e-155	33.6	4.18952618453865
Arrb1	Cluster_11	0.682112677889029	0.421153445487603	4463983.5	0.593713516209476	1.30811925986927e-20	1.54238808535237e-19	32.5333333333333	17.6857855361596
Mical2	Cluster_11	1.59092875038349	1.29656452837301	5938724	0.789855228595179	5.77870430446452e-175	5.9222633107704e-173	67.7333333333333	17.9900249376559
Tead1	Cluster_11	0.957444817885626	0.728490189818397	5077099	0.675258387364921	5.94652524879038e-80	2.16291582430891e-78	45.6	14.0798004987531
Spon1	Cluster_11	1.60801012263977	1.38152575573565	5964509	0.793284655029094	9.63537626288638e-232	1.57008456203733e-229	66.1333333333333	12.8279301745636
Sox6	Cluster_11	2.48789120990813	2.03435595122235	6507005	0.865437073981712	1.08575334345822e-285	2.45727093495163e-283	88.5333333333333	16.857855361596
Tmc7	Cluster_11	0.855145593863148	0.777933905871323	5135574	0.683035610972569	9.51678685140018e-217	1.43588927540339e-214	40.2666666666667	4.61346633416459
Vps35l	Cluster_11	0.519176639444941	0.230443698809902	4141099.5	0.550769675810474	1.0114232066203e-06	5.35623696843606e-06	26.4	19.2618453865337
Gprc5b	Cluster_11	0.469217093791388	0.393533532396854	4500528	0.598573965087282	1.66602500146198e-72	5.48441967652989e-71	23.7333333333333	4.2643391521197
Fgfr2	Cluster_11	0.649066593937519	0.444854676005638	4544585	0.604433582709892	9.45460393584034e-41	1.86066148713186e-39	30.4	9.56109725685785
Htra1	Cluster_11	1.42320931226653	1.27684438723154	5809798	0.772707963424771	0	0	60.8	6.23940149625935
Ctbp2	Cluster_11	0.496190939860967	0.241404610530269	4164360.5	0.553863408146301	1.6127715804026e-08	1.0138932447014e-07	24.5333333333333	15.5660847880299
Dock1	Cluster_11	1.75583459589436	1.45131488554444	6090025.5	0.809978453865337	1.3528469541098e-222	2.09948963021135e-220	73.0666666666667	15.4713216957606
Agpat5	Cluster_11	0.454111210651477	0.237607721901721	4160407.5	0.553337655860349	8.576030925504e-09	5.50833361967236e-08	23.2	14.5336658354115
Slc20a2	Cluster_11	0.686446699175615	0.389550124208995	4409665.5	0.586489177057357	1.08903967416574e-16	1.09272792429376e-15	32.5333333333333	19.356608478803
Mfhas1	Cluster_11	0.685705270611394	0.426602809189894	4509953	0.599827497921862	1.99093372810873e-23	2.59330656271237e-22	33.6	17.4014962593516
Trmt9b	Cluster_11	0.425648676864432	0.338141250270337	4367851	0.580927813798836	1.22751813403104e-37	2.26015909537127e-36	21.3333333333333	5.96508728179551
Slc7a2	Cluster_11	0.458036940851178	0.385432517308841	4465948	0.593974796342477	2.54081920970097e-75	8.6616420548279e-74	22.4	3.67082294264339
Wwc2	Cluster_11	0.488223393306809	0.290776784328883	4239138	0.563808877805486	9.00914600678939e-13	7.5322747142449e-12	24	13.2817955112219
Palld	Cluster_11	0.581715176660165	0.51225949865771	4673237.5	0.621544472152951	2.59115718444039e-122	1.55804082363307e-120	27.7333333333333	3.65586034912718
Ncan	Cluster_11	0.5018789160734	0.300448901181597	4262701	0.566942776392352	7.52922319420141e-14	6.59971446742937e-13	24.8	13.3416458852868
Slc27a1	Cluster_11	1.32090504124968	1.13292362141224	5672847.5	0.754493433083957	2.62418034494892e-199	3.39373164451925e-197	58.4	10.9925187032419
Nwd1	Cluster_11	1.79930797743867	1.63212428687337	6330249.5	0.841928445552785	0	0	74.6666666666667	8.15960099750624
Slc10a7	Cluster_11	0.570820162473402	0.378088093936463	4435019.5	0.589861280133001	1.09781810662338e-24	1.48950425041033e-23	28.5333333333333	12.5985037406484
Gab1	Cluster_11	0.838926068413112	0.626839490260266	4880107	0.649058287614298	5.04458416499077e-77	1.7489680631601e-75	39.7333333333333	10.0099750623441
Nfix	Cluster_11	0.578549011031383	0.451472528286969	4616972	0.614061113881962	1.76614400360758e-63	5.13916366764027e-62	29.3333333333333	6.87780548628429
Zfp423	Cluster_11	0.742765473094838	0.620172362793598	4873352	0.648159866999169	2.95348956007511e-99	1.33686423281733e-97	35.7333333333333	7.30174563591022
Kifc3	Cluster_11	0.427595539961122	0.326600642990355	4349105	0.578434580216126	8.8033550521104e-32	1.42879153958306e-30	21.6	6.79800498753117
2310022B05Rik	Cluster_11	0.528619352133444	0.496999699385956	4708987.5	0.626299251870324	1.82516091753328e-234	3.06608218053658e-232	26.9333333333333	1.785536159601
Pdgfd	Cluster_11	0.685631395762453	0.663605705736976	4855403	0.645772635078969	0	0	30.1333333333333	1.03740648379052
Yap1	Cluster_11	0.450748461433946	0.382334975260282	4469669	0.594469692435578	1.12519201003923e-67	3.47912785646856e-66	22.6666666666667	4.214463840399
Arhgap42	Cluster_11	0.719702623867465	0.597235566698745	4858951.5	0.646244588528678	1.89595942693008e-93	8.06649056444534e-92	35.4666666666667	7.62094763092269
St3gal4	Cluster_11	1.58504864874363	1.32658337826449	5846145	0.777542144638404	6.78600360085102e-196	8.25208422954235e-194	64.8	13.8703241895262
Hepacam	Cluster_11	1.01619101271802	0.882670060999481	5294109	0.704120897755611	2.73746532329036e-203	3.71724978691803e-201	46.9333333333333	6.37905236907731
Tbcel	Cluster_11	0.403706921732871	0.154463823464762	3978604	0.529157639235245	0.00298232972915872	0.00893164178214324	20.5333333333333	16.8179551122195
Il18	Cluster_11	0.807763300937127	0.66730980470866	4973338	0.661458088113051	2.56363737752789e-110	1.31366261216405e-108	39.2	7.81546134663342
Acsbg1	Cluster_11	1.19902341986865	1.12061344826133	5700231	0.758135461346633	0	0	55.2	3.68079800498753
Rcn2	Cluster_11	0.451659904435327	0.209557614884278	4068698.5	0.541140282626766	2.16814799761675e-05	9.72473757808009e-05	22.1333333333333	16.2344139650873
Tspan3	Cluster_11	0.400256889940015	0.153713292411366	3981692.5	0.529568412302577	0.00263756488653785	0.00798437920280341	20.5333333333333	16.8778054862843
Smad3	Cluster_11	0.554425051029552	0.317444288026423	4308255	0.573001496259352	3.52635952197056e-14	3.15725430826979e-13	27.7333333333333	15.9102244389027
Mras	Cluster_11	0.642780997512728	0.388681618165222	4442754.5	0.59089004156276	5.42079727438347e-20	6.26023328037411e-19	31.7333333333333	17.0773067331671
Cspg5	Cluster_11	0.742049088570389	0.4224561746289	4487244	0.596807182044888	1.1512806131672e-21	1.41585793143846e-20	34.9333333333333	17.8902743142145
Myrip	Cluster_11	0.404034425987255	0.165920516942941	3997329	0.531648079800499	0.00112793777127647	0.00373723993146607	20.5333333333333	16.3940149625935
Ppp1r14c	Cluster_11	0.659608111482706	0.514001649647441	4652134.5	0.618737755610973	3.01929568967572e-51	7.21399168083076e-50	31.4666666666667	9.75062344139651
Plekhg1	Cluster_11	0.77104935116783	0.615648597867039	4847784.5	0.644759368246052	2.39240713587968e-98	1.07691365412043e-96	36.2666666666667	6.97755610972569
Reps1	Cluster_11	0.476933286136682	0.176287042256179	4000990	0.532134995843724	0.00224873046904515	0.00693865991158695	23.4666666666667	19.9700748129676
Nhsl1	Cluster_11	2.79968900822963	2.64759839267046	7155642.5	0.951706400665004	0	0	93.6	6.50872817955112
Epb41l2	Cluster_11	0.608119195302328	0.389592205173741	4447044.5	0.591460615128845	9.96225489376912e-26	1.38629328346685e-24	29.3333333333333	12.4488778054863
L3mbtl3	Cluster_11	0.488439769568027	0.215948617451315	4064449	0.540575095594347	5.49643624414132e-05	0.000232453746686433	23.2	17.8204488778055
Lama2	Cluster_11	1.64579851975179	1.4570806812918	5934906.5	0.789347497921862	0	0	65.0666666666667	8.08478802992519
Echdc1	Cluster_11	0.487317392047385	0.23269741918098	4119747.5	0.547929842061513	1.29679864118866e-06	6.77286341607988e-06	24	17.1122194513716
Ddo	Cluster_11	1.13553059259579	1.07921129134195	5595107	0.744153881961762	0	0	51.2	3.10224438902743
Gja1	Cluster_11	0.831252708137263	0.764660343376983	5124222.5	0.681525852036575	5.72137504229784e-287	1.3511566132499e-284	39.4666666666667	3.18204488778055
Psap	Cluster_11	0.666278709261377	0.519797258315637	4721862.5	0.628011637572735	8.87911115556653e-61	2.46482310528035e-59	33.3333333333333	9.4214463840399
Agpat3	Cluster_11	0.423360910652208	0.176855595768961	4021787	0.534901014131338	0.000380548831758556	0.00138508894650562	21.6	16.8129675810474
Appl2	Cluster_11	1.83269205654188	1.59816312583609	6270076	0.83392532003325	0	0	75.4666666666667	11.4463840399003
Rfx4	Cluster_11	1.35551892260125	1.2171957731846	5833065	0.775802493765586	1.22240917514212e-304	3.31985958482348e-302	60.8	7.82543640897756
Timp3	Cluster_11	0.436336736546396	0.302064604773655	4307255.5	0.572868561928512	3.71734995611692e-21	4.47042195829707e-20	22.6666666666667	9.43640897755611
Chpt1	Cluster_11	0.681945620591721	0.43525226903089	4509742.5	0.599799501246883	2.23395006993821e-24	3.0034832004656e-23	32.8	16.4887780548628
Fgd6	Cluster_11	1.00877158344443	0.903155930803493	5356549	0.712425469659185	2.37700347272334e-263	4.90294577063631e-261	47.4666666666667	5.08728179551122
Acss3	Cluster_11	0.44495278462661	0.434771087693915	4569796	0.607786666666667	0	0	22.1333333333333	0.643391521197007
Cs	Cluster_11	0.463801179426039	0.301829751008424	4287298.5	0.570214264339152	2.28183609743316e-17	2.35929690404018e-16	23.4666666666667	11.1072319201995
Limk2	Cluster_11	0.775443221417816	0.525573338607544	4692770.5	0.624142377389859	2.19535723781464e-36	3.96600290356868e-35	37.3333333333333	16.6583541147132
Egfr	Cluster_11	1.22018288439048	1.08247161146668	5548865	0.73800365752286	5.10764663701336e-277	1.09511976250175e-274	53.6	6.214463840399
Meis1	Cluster_11	0.575798877826537	0.387271332064301	4423147	0.588282227763923	7.48212804151673e-26	1.04563701918109e-24	27.4666666666667	11.4014962593516
Ugp2	Cluster_11	0.850761187986332	0.588032784812236	4813879.5	0.640249975062344	2.44969625323134e-48	5.56733618499369e-47	40.8	15.5261845386534
Wdpcp	Cluster_11	0.518896535166023	0.260364577493463	4195919.5	0.558060781379884	3.24219323045218e-09	2.15287443725421e-08	25.8666666666667	16.6783042394015
Sh3pxd2b	Cluster_11	0.605621393059423	0.545225734050031	4736557.5	0.62996608478803	4.69234954573564e-147	3.64103980227439e-145	29.0666666666667	3.40648379052369
Slc22a4	Cluster_11	0.46609402851747	0.418541377498738	4506134	0.599319567747298	5.0089914691214e-91	2.05079185902847e-89	22.6666666666667	3.32668329177057
Acsl6	Cluster_11	1.0323336331808	0.73115338566123	5093946	0.677499052369077	3.58946411596896e-64	1.05198413254882e-62	49.0666666666667	19.3765586034913
Sparc	Cluster_11	0.68364814892426	0.669522266650877	4956774	0.65925506234414	0	0	32.5333333333333	0.723192019950125
Atp1b2	Cluster_11	0.785462228606676	0.745407937324391	5119292.5	0.680870157938487	0	0	38.1333333333333	2.06483790523691
Nxn	Cluster_11	0.796766551885062	0.659732506466297	4915273.5	0.653735461346633	3.12442357436138e-103	1.49303466698588e-101	37.3333333333333	7.571072319202
Pipox	Cluster_11	0.569655164257129	0.541607141483622	4755157.5	0.632439900249377	4.6019219145053e-257	9.25781698726713e-255	28	1.77057356608479
Crlf3	Cluster_11	0.498516633762393	0.345485863378513	4390578.5	0.583950590191189	3.8333850132602e-28	5.67863716282499e-27	25.0666666666667	9.14713216957606
Vezf1	Cluster_11	0.435717285386113	0.320070157439287	4312480	0.573563424771405	1.08345205668065e-25	1.50638662658799e-24	21.3333333333333	7.60598503740648
Cuedc1	Cluster_11	0.616630625491014	0.457823649202211	4563767.5	0.606984871155445	6.10778116196487e-41	1.20637932162688e-39	29.8666666666667	10.074812967581
Hlf	Cluster_11	0.806504763362264	0.517695505670911	4649391	0.618372867830424	7.05798560012259e-31	1.11986246693279e-29	37.8666666666667	18.3940149625935
Stxbp4	Cluster_11	0.529173751972765	0.298719703756177	4265737	0.567346566916043	1.30541003757757e-12	1.08197642738182e-11	26.4	15.3665835411471
Tom1l1	Cluster_11	0.720866463012286	0.599507345649098	4872165.5	0.648002061512884	3.73537252441755e-91	1.53319635479557e-89	36	8.06982543640898
Gna13	Cluster_11	0.682105213902689	0.539098047350124	4732444	0.629418985868662	2.10709188558277e-63	6.12033195642981e-62	33.3333333333333	9.18204488778055
Fam20a	Cluster_11	0.850206961590477	0.793786490757464	5125520.5	0.681698487115544	0	0	38.9333333333333	2.8927680798005
Map2k6	Cluster_11	0.814202444428778	0.502084119720281	4647003	0.618055261845387	4.73776244973955e-29	7.1748921113853e-28	38.6666666666667	19.860349127182
Ttyh2	Cluster_11	0.432722307443214	0.37014802141336	4455079.5	0.59252927680798	1.34448150891238e-85	5.21626813993505e-84	21.6	3.05236907730673
Grin2c	Cluster_11	0.440779541975382	0.354060419198574	4442003	0.590790091438071	7.56536029549276e-65	2.24959025574917e-63	22.4	4.0498753117207
Pcyt2	Cluster_11	0.424474157086131	0.170986876870743	4022949	0.535055561097257	0.000330667899086614	0.00121658013448101	21.6	16.568578553616
Fam228b	Cluster_11	0.760269790757766	0.548987701842191	4758814.5	0.632926284289277	1.35410115770523e-48	3.09902786022567e-47	37.3333333333333	13.5511221945137
Ntsr2	Cluster_11	1.34094203417803	1.26019643270565	5857956.5	0.779113083956775	0	0	59.2	3.84538653366584
Hbp1	Cluster_11	0.504308887237834	0.29338248086908	4246309	0.564762626766417	1.46684901747131e-12	1.21269937796525e-11	24.8	14.069825436409
Agmo	Cluster_11	0.730650525761989	0.64509309533452	4828918	0.642250108063175	3.09696792141589e-152	2.5359342854006e-150	32.2666666666667	3.99501246882793
Zfp277	Cluster_11	0.430792097462433	0.229180313373205	4134294.5	0.549864605153782	4.04302535589059e-08	2.45093371183918e-07	21.8666666666667	13.8802992518703
Slc25a21	Cluster_11	0.786170914617219	0.755542027111215	5049867.5	0.671636575228595	0	0	35.7333333333333	1.51122194513716
Zfp36l1	Cluster_11	0.468435612720653	0.411955962529676	4544913.5	0.604477273482959	1.39007835184191e-115	7.73082824002183e-114	23.7333333333333	2.7930174563591
Galnt16	Cluster_11	0.555434291808441	0.299768959392406	4236707	0.563485552784705	1.3025968216127e-10	9.59575732738654e-10	26.6666666666667	16.9576059850374
Dpf3	Cluster_11	0.882354442009805	0.762109213103216	5128552.5	0.68210174563591	4.19890318718993e-161	3.75940260633296e-159	42.1333333333333	6.52369077306733
Ston2	Cluster_11	1.05070583871891	0.899019701365458	5345017.5	0.710891770573566	5.76659866182029e-173	5.72967836550986e-171	49.0666666666667	8.39401496259352
Ccdc88c	Cluster_11	0.441290688344887	0.172516685427963	4031391.5	0.536178420615129	0.000309517801432245	0.0011491438993708	22.6666666666667	17.6957605985037
Clmn	Cluster_11	0.807472480065958	0.564044370782594	4748737	0.631585968412303	4.86018796535149e-51	1.14944503476636e-49	37.8666666666667	12.4089775561097
Eif5	Cluster_11	0.54335008245814	0.260722131505244	4183938.5	0.556467298420615	3.82158175127141e-08	2.3210091180383e-07	26.9333333333333	18.7082294264339
Itgb8	Cluster_11	0.630849443005801	0.428857879538156	4556630	0.606035577722361	5.05913826049519e-35	8.83586901980377e-34	31.7333333333333	11.9501246882793
Gli3	Cluster_11	1.5323938050221	1.27849462080883	5806470.5	0.77226540315877	2.29878765362689e-206	3.20160212101283e-204	64.5333333333333	12.3491271820449
Zkscan3	Cluster_11	0.430626833820592	0.150409173476675	3953997	0.525884887780549	0.0119735828081763	0.0306784895939259	21.6	18.9576059850374
Gpld1	Cluster_11	1.20867486128939	1.09551320692611	5642423.5	0.750447015793849	1.08326019104521e-268	2.29243179390671e-266	54.6666666666667	7.31172069825436
Rreb1	Cluster_11	0.886369756092609	0.620712075035907	4855683	0.645809875311721	1.51147014813411e-53	3.74876804624738e-52	41.6	14.9675810473815
